Organization,Mission,Families,Educators,Workspace,Rank
Credit Unions in the State of Washington,0.025055928,0.055324689,0.058562516,0.049469971,0.03975416
Seattle Theatre Group,0.178835611,0.195197488,0.178471839,0.193842746,0.184003151
Business Health Tr,0.14191853,0.17753461,0.165888876,0.116569676,0.147624792
Inland Power & Light CO,0.329359199,0.367536876,0.372118353,0.329639889,0.342895453
Goodwill of the Olympics and Rainier Region,0.10494857,0.131315458,0.105489656,0.080207532,0.105309726
Pioneer Human Services,0.087818131,0.129267851,0.108006421,0.082723314,0.097241996
Voluntary Employees Benefit Association Trust for Public,0.183256231,0.226629874,0.192613242,0.147329697,0.186056918
NEIGHBORCARE HEALTH,0.097549591,0.127654288,0.112638199,0.084088359,0.10283827
WHATCOM EDUCATIONAL CREDIT UNION,0.13390122,0.164521058,0.151074785,0.120384336,0.139613973
Credit Unions in the State of Washington,0.150061218,0.197207547,0.180955655,0.142895369,0.161873704
Presbyterian Retirement Communities Northwest,0.164482369,0.207503302,0.181364239,0.174975927,0.176215096
Painters Trust,0.178407181,0.219133913,0.194883316,0.154018671,0.18387624
Teamsters Local Union 856 Health and Welfare Fund,0.168227854,0.184882173,0.187549105,0.138521995,0.169272806
Paul G Allen Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Young Mens Christian Association of Pierce and Kitsap Counties,0.073965188,0.103871571,0.083309276,0.091649382,0.083454298
Columbia Community Credit Union,0.058131444,0.071107571,0.085104352,0.0885787,0.069864159
Saint Martins University,0.052960452,0.072878169,0.062336834,0.079512197,0.062268093
Seattle Area Plumbing & Pipefitting,0.172845784,0.215148283,0.182888412,0.14515945,0.176955583
Comagine Health,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Navos,0.435254923,0.461328877,0.447793212,0.4416792,0.442761009
Benaroya Research Institute at Virginia Mason,0.208121637,0.23115511,0.232617747,0.208057081,0.216032475
WALLA WALLA UNIVERSITY,0.115959756,0.147358208,0.141724992,0.140689348,0.129608636
LAKESIDE SCHOOL,0.050660934,0.081278065,0.054463459,0.074383092,0.060351236
Kitsap Credit Union,0.097691009,0.125897673,0.095044135,0.093135801,0.101191773
Community Health Care,0.184658698,0.212620249,0.188507027,0.160918907,0.186003713
Compass Health,0.100974707,0.154167714,0.122743557,0.104796831,0.11410537
Enumclaw Regional Hospital Association,0.031844451,0.0576362,0.064100079,0.050235682,0.044584219
Printing Specialties & Paper Prod Jt Empl & Un Health & Welf Plan,0.214274645,0.246679711,0.22037376,0.183775986,0.215608899
Uw Physicians Network,0.171920517,0.205755013,0.18026501,0.156406878,0.176364742
UNITED WAY OF KING COUNTY,0.099231204,0.113323386,0.104126885,0.105866342,0.103501704
Flying Heritage and Combat Armor Museum,0.109182587,0.140313457,0.121112621,0.129525703,0.119749924
Hopelink,0.049661869,0.079507825,0.078070424,0.070434837,0.062833116
Greater Good Charities,0.068766169,0.096853925,0.097727719,0.075806431,0.079447763
Kaphan Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
NORTHWEST HARVEST E M M,0.221780601,0.229349795,0.23599623,0.223826795,0.225752437
Iq Credit Union,0.098643162,0.148772758,0.134513131,0.105778457,0.114165638
Credit Unions in the State of Washington,0.084490906,0.126432987,0.119180023,0.095639716,0.099120907
Bledsoe Health Tr,0.118581252,0.149499109,0.132407448,0.100619399,0.123044952
Peninsula Light Company Inc,0.110696673,0.165534074,0.154418635,0.126047721,0.129681742
Frontier Behavioral Health Spokane Mental Health,0.107484331,0.155851751,0.121212433,0.103919988,0.117239528
Comprehensive Healthcare,0.068264047,0.107084554,0.092880898,0.063568994,0.078054431
Sound,0.065494667,0.105881977,0.092981413,0.075342499,0.078448315
Skills Inc,0.153903739,0.179395073,0.151094185,0.139425642,0.155271019
Planned Parenthood of the Great Northwest and the Hawaiian Islands,0.049982129,0.067255694,0.072481591,0.056831636,0.057752551
Washington Counties Insurance Fund,0.214274569,0.252078986,0.228410098,0.175661473,0.216495711
Washington Software Alliance Employee Benefit Trust,0.088251013,0.127085464,0.114871293,0.077105585,0.097302564
Northwest Fire Fighters Benefits Trust,0.122915571,0.157925804,0.142095819,0.112067637,0.130139329
Credit Unions in the State of Washington,0.36555314,0.378272269,0.373060729,0.34065056,0.36477383
Northwest University,0.067703181,0.098355291,0.077901691,0.085999176,0.07756095
International Community Health Services,0.173408117,0.218400508,0.183478761,0.158237354,0.180056829
The Geneva Foundation,0.101476388,0.1507713,0.118096993,0.095435166,0.111455437
Credit Unions in the State of Washington,0.1982302,0.236391247,0.23749505,0.200122063,0.211449827
Columbia Basin Health Association,0.090573676,0.125033361,0.110062398,0.076460419,0.097212868
WOODLAND PARK ZOOLOGICAL SOCIETY,0.176292824,0.184567043,0.190646741,0.195182546,0.183212467
Senior Housing Assistance Group,0.127760302,0.17358004,0.14700538,0.117564047,0.136905062
Providence Portland Medical Foundation,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Seattle Childrens Healthcare System,0.115349835,0.150844521,0.12881585,0.102355478,0.121344226
Downtown Emergency Service Center,0.047630669,0.083451115,0.07422744,0.050796483,0.058561174
Community Health Center of Snohomish County,0.090779565,0.121777139,0.120103059,0.080308018,0.099087818
Panorama,0.062820596,0.101295335,0.082204121,0.073893844,0.074309181
Society of Photo Optical Instrumentation Engineer,0.21170255,0.276883361,0.219300872,0.21350837,0.224133376
Oregon Homecare Workers Supplemental Tr,0.134637186,0.173727823,0.144079218,0.105200432,0.137819838
Inspire Development Centers,0.083710229,0.080351811,0.074028524,0.095934615,0.083574273
Peak Reliability,0.283184563,0.34409797,0.324179701,0.300712654,0.303090669
United Brotherhood of Carpenters & Joiners of America,0.202914809,0.245713766,0.231611511,0.188239853,0.212384926
Sound Partnership,0.094882993,0.130493926,0.112203232,0.086495693,0.102306971
Providence Saint Johns Medical Foundation,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Bellwether Housing,0.065316292,0.107416078,0.09597087,0.070268993,0.07826747
Northwest Iron Workers Health & Security Trust,0.171575757,0.207218031,0.179465355,0.141313336,0.173787332
Puyallup Tribal Health Authority,0.134105806,0.182382923,0.153326988,0.126344995,0.144062054
Wesley Homes,0.042945494,0.073105591,0.071809598,0.058398216,0.055358314
Benton Rural Electric Association,0.058552155,0.107492049,0.090341497,0.067839751,0.07355496
Amazonsmile Foundation,0.080030256,0.1105504,0.115288944,0.091894448,0.09297076
LUTHERAN COMMUNITY SERVICES NORTHWEST,0.067115442,0.099529504,0.085246972,0.065605346,0.075288025
Retail Clerks Trust Fka United Food and Commercial Workers Welfare Tru,0.181017898,0.225657597,0.208623667,0.155278101,0.188768843
Law Enforcement Officers & Fire Fighters Health and Welfare Trust,0.224005971,0.276204531,0.243056616,0.196811789,0.231348475
Caroline Kline Galland Home,0.209361427,0.231821439,0.210565905,0.181671686,0.208690552
Valley Cities Counseling and Consultation,0.11626406,0.166488952,0.139811944,0.117987409,0.128846747
Timber Products Manufacturers Employers Trust Fund,0.165825588,0.206548453,0.179254386,0.13190782,0.169197904
Bastyr University,0.226744482,0.24411144,0.190834665,0.213167913,0.221391244
Columbia Valley Community Health,0.135758021,0.172964053,0.152401385,0.128439013,0.143513086
Kitsap Mental Health Service,0.093231846,0.113888808,0.105192682,0.091340293,0.098352887
Islands Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
City University Of Seattle,0.050570421,0.066761773,0.055164867,0.063224345,0.056143708
Providence St Joseph Medical Center,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Seattle Metropolitan Credit Union,0.088370004,0.1272305,0.115473619,0.087743105,0.099259539
Washington Education Association,0.073609408,0.101632742,0.072014141,0.069491653,0.077327793
Korean Womens Association,0.192213033,0.232244265,0.181035859,0.163847357,0.19229443
Unite Here Northwest Health Trust Fund,0.210383461,0.242587888,0.216628386,0.18028556,0.21177537
LifeCenter Northwest,0.147979001,0.162513691,0.175901479,0.175700445,0.159675436
Community Health of Central Washington,0.163164951,0.191194815,0.178359411,0.160280432,0.169888252
The Seattle Academy of Arts and Sciences,0.085492685,0.100825454,0.103758058,0.107193794,0.094709227
Credit Unions in the State of Washington,0.106295299,0.151145536,0.134990806,0.109182838,0.119034179
Swedish Medical Center Foundation,0.131740937,0.170461609,0.151327495,0.116829747,0.13897361
Alaska Public Service Employees Local Union No 71 Trust Fund,0.175763663,0.214708448,0.188055792,0.144756702,0.179135322
Schultz Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
St Joseph Health System Foundation,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
South Bay Hotel Employees Restaurant Employees Welfare Fund,0.182259588,0.203287044,0.194795872,0.159329334,0.184031835
Allen Institute,0.086533169,0.131779155,0.095598305,0.096678209,0.097275863
Marguerite Casey Foundation,0.042401867,0.06197165,0.069365693,0.06641958,0.054160421
"Community Psychiatric Clinic, Inc.",0.076422984,0.107304443,0.103480649,0.076478008,0.086088675
Solarity Credit Union,0.139187611,0.174796205,0.166609138,0.124085018,0.147175533
Orion Industries,0.047034759,0.071527541,0.056963724,0.047003003,0.052766424
Service Employees Health and Welfare Trust,0.15220789,0.190231103,0.161814886,0.123704406,0.155395677
Paratransit Services,0.089929471,0.138053571,0.122442537,0.097375822,0.104610057
Western Washington Fair Association,0.040782737,0.080258909,0.070908857,0.060049147,0.055594188
YWCA Seattle - King County - Snohomish County,0.058136082,0.092935502,0.078116785,0.051462851,0.066153897
Tri Cities Community Health,0.054089214,0.087299132,0.085468054,0.073264721,0.068049925
Pacific Northwest University of Health Sciences,0.200660416,0.244710236,0.203308823,0.185924045,0.205987392
Big Bend Electric Cooperative Inc,0.345908075,0.365519125,0.378492902,0.343110462,0.354141119
Horizon House,0.114284779,0.160672633,0.140672343,0.121419562,0.127603146
Eastside Retirement Association,0.076129548,0.115940476,0.099584051,0.077368069,0.086880207
Teamsters 206 Employers Trust,0.161705539,0.198324906,0.171756121,0.133407689,0.164767555
Young Mens Christian Association of Snohomish County,0.287192582,0.318018553,0.281061596,0.2991961,0.293308999
Path Vaccine Solutions,0.077625178,0.127242224,0.106447255,0.081190091,0.091292517
Unity Care NW,0.034342007,0.051724313,0.061735674,0.04600565,0.04374861
Service Employees International Union,0.048978454,0.068927244,0.078412455,0.076744795,0.061836643
Salal Credit Union,0.125007695,0.141208785,0.138060729,0.112665739,0.12782639
Northwest Financial Associations Ebt,0.1980867,0.237858267,0.205990285,0.167903313,0.201001994
International Brotherhood of Electrical Workers Jnt Health & We,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Goodwill Industries of the Inland Northwest,0.036090669,0.064960327,0.055544083,0.046124102,0.045816753
Chvi Professional Corporation,0.163609198,0.197025521,0.188057779,0.164890358,0.173466875
Pierce County Accountable Community of Health,0.107622229,0.156510037,0.128899645,0.093236684,0.116918842
Providence St Joseph Health,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Shc Medical Center Yakima,0.164484144,0.200866066,0.180967863,0.144992292,0.170046442
International Association of Machinists & Aerospace Workers,0.059857691,0.089464249,0.082882668,0.058217184,0.068356196
OPPORTUNITY COUNCIL,0.066954813,0.097566579,0.080361808,0.06925816,0.074675164
Moses Lake Community Health Center,0.118255483,0.158323057,0.129127768,0.112537284,0.125792427
Plymouth Housing,0.091074359,0.130024152,0.117064491,0.096807137,0.102853143
Peninsula Community Health Services,0.156247576,0.210077907,0.177863079,0.135955574,0.165439881
Seattle Art Museum,0.183096553,0.186751817,0.191258327,0.201516696,0.188136083
KCTS Television,0.304740526,0.306923869,0.304967391,0.319303008,0.307569308
Heritage University,0.117093062,0.159124659,0.118967173,0.117695205,0.124511037
Credit Unions in the State of Washi Ngton,0.188932572,0.244851789,0.223201648,0.169675542,0.200754449
Seattle Symphony Orchestra Inc,0.160620049,0.171460119,0.185590257,0.186096454,0.170834496
Northwest Plumbing & Pipe Fitting Industry Health & Welfare & Vacati,0.170967915,0.200194304,0.17258597,0.137770047,0.170575677
Overlake School,0.162361459,0.195675202,0.163841628,0.179940746,0.171090325
Pierce County Rural Library District,0.05620668,0.079762889,0.083066132,0.082941892,0.069065159
Retirees Welfare Trust,0.102653802,0.127560861,0.118140818,0.086684729,0.106724636
Northwest Center Services,0.104813031,0.142657847,0.108749275,0.088462306,0.10905142
5TH AVENUE THEATRE ASSOCIATION,0.049840079,0.063954152,0.066639929,0.07632698,0.059406883
Mirabella,0.184128762,0.219000238,0.198204403,0.16092512,0.188419342
Redwood Memorial Hospital,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Seiu Healthcare Northwest Training Partnership,0.085284694,0.111289042,0.091883432,0.07661878,0.089274223
Columbia Rural Electric Association Inc,0.239103175,0.285791365,0.268883032,0.232615533,0.250766576
West Virginia University Hospitals Inc,0.103209239,0.136084931,0.113643265,0.088857326,0.10803554
Charleston Area Medical Center Inc,0.100227263,0.135455153,0.112447746,0.089762987,0.106391279
Cabell Huntington Hospital Inc,0.0892229,0.134564344,0.113125015,0.086863381,0.10037024
The Health Plan of West Virginia Inc,0.088890076,0.137497556,0.115799887,0.080775779,0.100123908
West Virginia University Medical Corporation,0.105875798,0.149701675,0.111573955,0.096813933,0.112619493
St Marys Medical Center Inc,0.076946823,0.100372662,0.109231094,0.098817108,0.089876889
United Hospital Center Inc,0.09926017,0.143029501,0.127356194,0.086209181,0.109062564
Wheeling Hospital Inc,0.077306045,0.099281199,0.097990898,0.08852695,0.086286197
Monongalia County General Hospital Company,0.20929038,0.24815705,0.231433878,0.197376153,0.217473037
Camden Clark CamdenClark Memorial Hospital Corporation,0.124838936,0.146843497,0.142363362,0.120098741,0.130637068
City Hospital Inc,0.083429684,0.118197018,0.10357948,0.075876107,0.091323609
Weirton Medical Center Inc,0.12506045,0.181633264,0.148506516,0.119074559,0.137399281
Herbert J Thomas Memorial Hospital Association,0.193856506,0.230017683,0.209008145,0.170602078,0.198532904
University Physicians & Surge Ons Inc,0.200008538,0.234536475,0.201956912,0.184273428,0.203465405
West Virginia United Health System Inc,0.108890691,0.156175912,0.129328541,0.092729731,0.117484376
West Virginia University Research Corporation,0.154338016,0.19021286,0.142860011,0.131784668,0.154645265
West Virginia Univ Foundation Inc,0.134491982,0.1714094,0.14757556,0.133541203,0.142667018
Davis Memorial Hospital,0.137686572,0.192317797,0.163536565,0.134362341,0.15054607
Pleasant Valley Hospital Inc,0.165534488,0.201332771,0.188578323,0.165319099,0.17530561
Charleston Hospital Inc,0.073626067,0.111778667,0.098078336,0.083662997,0.085733034
UNIVERSITY OF CHARLESTON,0.098439609,0.116187052,0.09242593,0.109648195,0.102263334
4Th District Ibew Health Fund,0.18085658,0.201290545,0.200549012,0.141704221,0.181018919
University Healthcare Physicians Inc,0.12322275,0.164272693,0.131016121,0.107342039,0.128716517
Jefferson Memorial Hospital,0.168367133,0.194735134,0.182165473,0.15753015,0.173255359
